9.383331899999999450e+02,1.790553104425150377e+04
9.442543870885726847e+02,2.044627364058442618e+04
9.501707474953822157e+02,2.155677412585578350e+04
9.560823200320654678e+02,2.252459420822076208e+04
9.619891535102591433e+02,2.419894014112215882e+04
9.678912967416000583e+02,2.379324646538835077e+04
9.737887985377248015e+02,2.348897620858799201e+04
9.796817077102703024e+02,2.419894014112215882e+04
9.855700730708736046e+02,2.484873763869580216e+04
9.914539434311711830e+02,2.436568711801274912e+04
9.973333676027999672e+02,2.578217690108333773e+04
1.003208394397396660e+03,2.567387731815439474e+04
1.009079072626598304e+03,2.667607822049681272e+04
1.014945451102041488e+03,2.623772276578443416e+04
1.020807578635363029e+03,2.805474910159221690e+04
1.026665504038199970e+03,2.797911129764184443e+04
1.032519276122188785e+03,2.908445465991658784e+04
1.038368943698966177e+03,2.803412060960575036e+04
1.044214555580169645e+03,2.911195931589854081e+04
1.050056160577435321e+03,2.827650539044671314e+04
1.055893807502400023e+03,2.899162644597749386e+04
1.061727545166700793e+03,2.913602588988274874e+04
1.067557422381974447e+03,2.845528565432940741e+04
1.073383487959857575e+03,2.980988996144060002e+04
1.079205790711987220e+03,2.835730031739369952e+04
1.085024379449999969e+03,2.876299399312751120e+04
1.090839302985532868e+03,2.979441859245075466e+04
1.096650610130222276e+03,2.935778217873724498e+04
1.102458349695705465e+03,2.997319885633344893e+04
1.108262570493619023e+03,2.903632151194816834e+04
1.114063321335599994e+03,3.003680337329171380e+04
1.119860651033284739e+03,2.971362366550376464e+04
1.125654608398310074e+03,3.004883666028382140e+04
1.131445242242313498e+03,3.014338391522178426e+04
1.137232601376931143e+03,2.951765299163234886e+04
1.143016734613799827e+03,3.099430920966346093e+04
1.148797690764556592e+03,2.931308711276657414e+04
1.154575518640838254e+03,2.833839086640610913e+04
1.160350267054281630e+03,2.851373304829105837e+04
1.166121984816523309e+03,2.701472929727461087e+04
1.171890720739200106e+03,2.565496786716680435e+04
1.177656523633948837e+03,2.601424743593106541e+04
1.183419442312406545e+03,2.550025417726831802e+04
1.189179525586209593e+03,2.448773902893266495e+04
1.194936822266995250e+03,2.475934750675445321e+04
1.200691381166399879e+03,2.370041825144925679e+04
1.206443251096060749e+03,2.392561262230149805e+04
1.212192480867614222e+03,2.218594313144296029e+04
1.217939119292697569e+03,2.233034257534821518e+04
1.223683215182947151e+03,2.309875390184403295e+04
1.229424817349999785e+03,2.344600018361619004e+04
1.235163974605492513e+03,2.412845946016840389e+04
1.240900735761062379e+03,2.510487474752774142e+04
1.246635149628345744e+03,2.615348975683970275e+04
1.252367265018979197e+03,2.652136453059832638e+04
1.258097130744600008e+03,2.757513666290690890e+04
1.263824795616844767e+03,2.583546717204837114e+04
1.269550308447350517e+03,2.691502491934003410e+04
1.275273718047753619e+03,2.784846418172756603e+04
1.280995073229691116e+03,2.723820462712798326e+04
1.286714422804800051e+03,2.649729795661411845e+04
1.292431815584716787e+03,2.833667182540723661e+04
1.298147300381078367e+03,2.642853631665923604e+04
1.303860926005521605e+03,2.760264131888886186e+04
1.309572741269683092e+03,2.719179052015843627e+04
1.315282794985199871e+03,2.800317787162605237e+04
1.320991135963708757e+03,2.681875862340319509e+04
1.326697813016846339e+03,2.818195813550875027e+04
1.332402874956249661e+03,2.682391574639981263e+04
1.338106370593555084e+03,2.686861081237048711e+04
1.343808348740399879e+03,2.719866668415392269e+04
1.349508858208420634e+03,2.648698371062088700e+04
1.355207947809254165e+03,2.745996091598247949e+04
1.360905666354537288e+03,2.618615153581827326e+04
1.366602062655907048e+03,2.547274952128636505e+04
1.372297185524999804e+03,2.340302415864438808e+04
1.377991083773452829e+03,2.327409608372898219e+04
1.383683806212902482e+03,2.215156231146552091e+04
1.389375401654985581e+03,2.095167169425281463e+04
1.395065918911339168e+03,1.968989560108071237e+04
1.400755406793600059e+03,1.978616189701754774e+04
1.406443914113404617e+03,2.024858392571413788e+04
1.412131489682390338e+03,1.967270519109199449e+04
1.417818182312193585e+03,1.972599546205702791e+04
1.423504040814450946e+03,1.835935786795373133e+04
1.429189114000799918e+03,1.945954410723185720e+04
1.434873450682876637e+03,1.962629108412244750e+04
1.440557099672318600e+03,1.905900755449466305e+04
1.446240109780761713e+03,1.953346287018335352e+04
1.451922529819843248e+03,1.973287162605251433e+04
1.457604408601200021e+03,1.999760393987881616e+04
1.463285794936468847e+03,1.866190908375521394e+04
1.468966737637286542e+03,2.006980366183143997e+04
1.474647285515289468e+03,1.966410998609763192e+04
1.480327487382115123e+03,1.912776919444954547e+04
1.486007392049400096e+03,1.947329643522283368e+04
1.491687048328780747e+03,2.010074639981113796e+04
1.497366505031894349e+03,1.980850943000288680e+04
1.503045810970377488e+03,1.959878642814049454e+04
1.508725014955867209e+03,1.939593959027358869e+04
1.514404165799999873e+03,1.935124452430291421e+04
1.520083312314412524e+03,1.898165070954541807e+04
1.525762503310742431e+03,1.948532972221493765e+04
1.531441787600625275e+03,1.743795189255829973e+04
1.537121213995699009e+03,1.826481061301576483e+04
1.542800831307599765e+03,1.725573354667786043e+04
1.548480688347964588e+03,1.853126196784093554e+04
1.554160833928430293e+03,1.698240602785719966e+04
1.559841316860633469e+03,1.730902381764289385e+04
1.565522185956210933e+03,1.583580568160952862e+04
1.571203490026799955e+03,1.708726752878839761e+04
1.576885277884036441e+03,1.585815321459486404e+04
1.582567598339558117e+03,1.669704522204443492e+04
1.588250500205001345e+03,1.602833827348319937e+04
1.593934032292002939e+03,1.545589762085879920e+04
1.599618243412199945e+03,1.587878170658133058e+04
1.605303182377228723e+03,1.594582430553734048e+04
1.610988897998726316e+03,1.536822652991632458e+04
1.616675439088329540e+03,1.464107218739343807e+04
1.622362854457675212e+03,1.469264341735960079e+04
1.628051192918399693e+03,1.367325210502846130e+04
1.633740503282140708e+03,1.377467552396191422e+04
1.639430834360534391e+03,1.391907496786716729e+04
1.645122234965217331e+03,1.270027489966686881e+04
1.650814753907827253e+03,1.246476628282139427e+04
1.656508440000000064e+03,1.198859192613383129e+04
1.662203342053372808e+03,1.132504210056921147e+04
1.667899508879582527e+03,1.064086378301812692e+04
1.673596989290265583e+03,0.000000000000000000e+00
1.679295832097059019e+03,0.000000000000000000e+00
1.684996086111600107e+03,0.000000000000000000e+00
1.690697800145524752e+03,0.000000000000000000e+00
1.696401023010470226e+03,0.000000000000000000e+00
1.702105803518073571e+03,0.000000000000000000e+00
1.707812190479971150e+03,0.000000000000000000e+00
1.713520232707799778e+03,0.000000000000000000e+00
1.719229979013196726e+03,0.000000000000000000e+00
1.724941478207798355e+03,0.000000000000000000e+00
1.730654779103241481e+03,0.000000000000000000e+00
1.736369930511163147e+03,0.000000000000000000e+00
1.742086981243199716e+03,0.000000000000000000e+00
1.747805980110988685e+03,0.000000000000000000e+00
1.753526975926166187e+03,0.000000000000000000e+00
1.759250017500369495e+03,0.000000000000000000e+00
1.764975153645234968e+03,0.000000000000000000e+00
1.770702433172399878e+03,0.000000000000000000e+00
1.776431904893500587e+03,0.000000000000000000e+00
1.782163617620174364e+03,0.000000000000000000e+00
1.787897620164057344e+03,0.000000000000000000e+00
1.793633961336787024e+03,0.000000000000000000e+00
1.799372689949999767e+03,0.000000000000000000e+00
1.805113854815332616e+03,0.000000000000000000e+00
1.810857504744422386e+03,0.000000000000000000e+00
1.816603688548905438e+03,0.000000000000000000e+00
1.822352455040419045e+03,0.000000000000000000e+00
1.828103853030599794e+03,0.000000000000000000e+00
1.833857931331084728e+03,0.000000000000000000e+00
1.839614738753510210e+03,0.000000000000000000e+00
1.845374324109513509e+03,0.000000000000000000e+00
1.851136736210731215e+03,0.000000000000000000e+00
1.856902023868799915e+03,0.000000000000000000e+00
1.862670235895356882e+03,0.000000000000000000e+00
1.868441421102038476e+03,0.000000000000000000e+00
1.874215628300481512e+03,0.000000000000000000e+00
1.879992906302323263e+03,0.000000000000000000e+00
1.885773303919200089e+03,0.000000000000000000e+00
1.891556869962748806e+03,0.000000000000000000e+00
1.897343653244606458e+03,0.000000000000000000e+00
1.903133702576409632e+03,0.000000000000000000e+00
1.908927066769795147e+03,0.000000000000000000e+00
1.914723794636399816e+03,0.000000000000000000e+00
1.920523934987860684e+03,0.000000000000000000e+00
1.926327536635814340e+03,0.000000000000000000e+00
1.932134648391897372e+03,0.000000000000000000e+00
1.937945319067747050e+03,0.000000000000000000e+00
1.943759597474999737e+03,0.000000000000000000e+00
1.949577532425292702e+03,0.000000000000000000e+00
1.955399172730262080e+03,0.000000000000000000e+00
1.961224567201545369e+03,0.000000000000000000e+00
1.967053764650779158e+03,0.000000000000000000e+00
1.972886813889599807e+03,0.000000000000000000e+00
1.978723763729644588e+03,0.000000000000000000e+00
1.984564662982550090e+03,0.000000000000000000e+00
1.990409560459953354e+03,0.000000000000000000e+00
1.996258504973490972e+03,0.000000000000000000e+00
2.002111545334799757e+03,0.000000000000000000e+00
2.007968730355516527e+03,0.000000000000000000e+00
2.013830108847278325e+03,0.000000000000000000e+00
2.019695729621721284e+03,0.000000000000000000e+00
2.025565641490482903e+03,0.000000000000000000e+00
2.031439893265199544e+03,0.000000000000000000e+00
2.037318533757508249e+03,0.000000000000000000e+00
2.043201611779046061e+03,0.000000000000000000e+00
2.049089176141449570e+03,0.000000000000000000e+00
2.054981275656355592e+03,0.000000000000000000e+00
2.060877959135400033e+03,0.000000000000000000e+00
2.066779275390220846e+03,0.000000000000000000e+00
2.072685273232454620e+03,0.000000000000000000e+00
2.078596001473737488e+03,0.000000000000000000e+00
2.084511508925707403e+03,0.000000000000000000e+00
2.090431844400000045e+03,0.000000000000000000e+00
2.096357056708252912e+03,0.000000000000000000e+00
2.102287194662102138e+03,0.000000000000000000e+00
2.108222307073185675e+03,0.000000000000000000e+00
2.114162442753139203e+03,0.000000000000000000e+00
2.120107650513599765e+03,0.000000000000000000e+00
2.126057979166204859e+03,0.000000000000000000e+00
2.132013477522590165e+03,0.000000000000000000e+00
2.137974194394393180e+03,0.000000000000000000e+00
2.143940178593250948e+03,0.000000000000000000e+00
